,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
617,PG10557,Johnny Crow's Party,"Brooke, L. Leslie (Leonard Leslie)",1862.0,1940.0,['en'],58,"'Nursery rhymes', 'Animals -- Juvenile poetry'",Text,'Animals -- Juvenile poetry'
619,PG10559,Ballads,"Stevenson, Robert Louis",1850.0,1894.0,['en'],13,"'Ballads', 'Poetry'",Sound,'Poetry'
640,PG10578,A Hidden Life and Other Poems,"MacDonald, George",1824.0,1905.0,['en'],31,"'Religious poetry, English'",Text,'Religious poetry
642,PG1057,"Poems, with The Ballad of Reading Gaol","Wilde, Oscar",1854.0,1900.0,['en'],2164,"'Prisons -- Poetry', 'Poetry'",Text,'Prisons -- Poetry'
642,PG1057,"Poems, with The Ballad of Reading Gaol","Wilde, Oscar",1854.0,1900.0,['en'],2164,"'Prisons -- Poetry', 'Poetry'",Text,'Poetry'
650,PG10587,"The Poetical Works of Addison; Gay's Fables; and Somerville's Chase: With Memoirs and Critical Dissertations, by the Rev. George Gilfillan","Addison, Joseph",1672.0,1719.0,['en'],56,"'Dramatists, English -- 18th century -- Biography', 'English poetry -- 18th century', 'Poets, English -- 18th century -- Biography'",Text,'English poetry -- 18th century'
660,PG10596,Cap and Gown: A Treasury of College Verse,,,,['en'],13,"'College verse, American', 'American poetry'",Text,'American poetry'
668,PG10602,"The Poetical Works of Edmund Spenser, Volume 5","Spenser, Edmund",1551.0,1599.0,['en'],88,"'English poetry -- Early modern, 1500-1700'",Text,'English poetry -- Early modern
673,PG10607,The Real Mother Goose,,,,['en'],1135,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
676,PG1060,Grass of Parnassus,"Lang, Andrew",1844.0,1912.0,['en'],35,'Poetry',Text,'Poetry'
698,PG1062,First Project Gutenberg Collection of Edgar Allan Poe,"Poe, Edgar Allan",1809.0,1849.0,['en'],80,"'Fantasy poetry, American', 'Horror tales, American'",Text,'Fantasy poetry
699,PG10630,Coming to the King,"Havergal, Frances Ridley",1836.0,1879.0,['en'],36,"'Devotional literature', 'Christian poetry'",Text,'Christian poetry'
704,PG10635,"Stories from the Italian Poets: with Lives of the Writers, Volume 2","Hunt, Leigh",1784.0,1859.0,['en'],37,"'Italian poetry -- Translations into English', 'Poets, Italian -- Biography'",Text,'Italian poetry -- Translations into English'
731,PG1065,The Raven,"Poe, Edgar Allan",1809.0,1849.0,['en'],639,"'Fantasy poetry, American', 'Ravens -- Poetry'",Text,'Fantasy poetry
731,PG1065,The Raven,"Poe, Edgar Allan",1809.0,1849.0,['en'],639,"'Fantasy poetry, American', 'Ravens -- Poetry'",Text,'Ravens -- Poetry'
744,PG10671,"The Botanic Garden. Part 2, Containing the Loves of the Plants. A Poem.: With Philosophical Notes.","Darwin, Erasmus",1731.0,1802.0,['en'],233,"'Plants -- Poetry', 'Natural history'",Text,'Plants -- Poetry'
793,PG10716,The Epic: An Essay,"Abercrombie, Lascelles",1881.0,1938.0,['en'],69,'Epic poetry -- History and criticism',Text,'Epic poetry -- History and criticism'
794,PG10717,The Extant Odes of Pindar: Translated with Introduction and Short Notes by Ernest Myers,Pindar,-522.0,-446.0,['en'],140,"'Laudatory poetry, Greek -- Translations into English', 'Games -- Greece -- Poetry', 'Mythology, Greek -- Poetry', 'Athletics -- Greece -- Poetry', 'Olympic games (Ancient) -- Poetry', 'Pindar -- Translations into English'",Text,'Laudatory poetry
