,Poem Title,Stanza
1097,_A ROMANCE_,"Then he who loved her, laughed and said, "
1098,_A ROMANCE_,"Yea, lady mine, I will be bold "
1099,_A ROMANCE_,Too long my love hath lain untold; 
1100,_A ROMANCE_,Yet mine was not an unshared sorrow 
1101,_A ROMANCE_,But grief for thine and thy sad to-morrow 
1102,_A ROMANCE_,"If my lord, thy father, fail to send "
1103,_A ROMANCE_,"His cavalry."" "
1104,_A ROMANCE_,'God will defend 
1105,_A ROMANCE_,"His maid,"" she said, ""God will provide. "
1106,_A ROMANCE_,"But, if to Rimini I ride, "
1107,_A ROMANCE_,"I shall be glad recalling this, "
1108,_A ROMANCE_,That thou did'st not withhold thy kiss 
1109,_A ROMANCE_,"When all my loves had forsaken me."" "
1110,_A ROMANCE_,"Aye love, brief love, sweet love,"" sighed he, "
1111,_A ROMANCE_,"Thou art more than life--far more, far more."" "
1112,_A ROMANCE_,"So through that night, by the fast-locked door, "
1113,_A ROMANCE_,"They spake of lové till they drooped to sleep, "
1114,_A ROMANCE_,Nor heard at dawn the wary creep 
1115,_A ROMANCE_,"Of one who traced the outer-wall, "
1116,_A ROMANCE_,And found the marks of their foot-fall. 
1117,_A ROMANCE_,When mists were lifting off the sky 
1118,_A ROMANCE_,"They sprang from dreams at a sudden cry, "
1119,_A ROMANCE_,And gazed with startled eyes around: 
1120,_A ROMANCE_,"""'Tis naught,"" they laughed, ""'twas a country "
1121,_A ROMANCE_,sound-- 
1122,_A ROMANCE_,"A late-awakened bird did call, "
1123,_A ROMANCE_,A wind blew through the water-fall. 
1124,_A ROMANCE_,"'Tis naught--'tis naught."" "
1125,_A ROMANCE_,But afar they heard 
1126,_A ROMANCE_,A wail not made by beast or bird; 
1127,_A ROMANCE_,"A hungry moan, long-drawn and low, "
1128,_A ROMANCE_,"""Give us the daughter of Abramo."" "
1129,_A ROMANCE_,She stretched her arms along the wall 
1130,_A ROMANCE_,"And leant aside as she would fall, "
1131,_A ROMANCE_,And cowered low 'neath her yellow hair 
1132,_A ROMANCE_,As though its weight were too much to bear. 
1133,_A ROMANCE_,"And, ""Oh, sweet God, dear God,"" she cried, "
1134,_A ROMANCE_,"Hark how they come! They ride, they ride! "
1135,_A ROMANCE_,What ill have I ever done to Thee 
1136,_A ROMANCE_,That men should bum my fair body? 
1137,_A ROMANCE_,"Stoop from Thy skies and succour me."" "
1138,_A ROMANCE_,"""Yea, God hath stooped. Fear not, dear heart, "
1139,_A ROMANCE_,"For I and Ciro will play God's part, "
1140,_A ROMANCE_,And Celia sweet shall comfort thee 
1141,_A ROMANCE_,"While we brand these dogs of Rimini."" "
1142,_A ROMANCE_,With hurried feet they clomb the stair 
1143,_A ROMANCE_,"And quickly gained the outer air, "
1144,_A ROMANCE_,And ghostly saw through the morning haze 
1145,_A ROMANCE_,The winding funeral arrays 
1146,_A ROMANCE_,Of Ugo's knights and warrior-men. 
1147,_A ROMANCE_,"Dumbly they watched, and heard often "
1148,_A ROMANCE_,Their hunting cry borne down the breeze. 
1149,_A ROMANCE_,"Corrado laughed with an ugly ease, "
1150,_A ROMANCE_,And thus it is he comes with these: 
1151,_A ROMANCE_,"Strong stallions, lances, Genoese-- "
1152,_A ROMANCE_,To take one slim and fragrant girl! 
1153,_A ROMANCE_,"Oh, Ciro mine, our hands shall hurl "
1154,_A ROMANCE_,"These valiant fighters from the wall, "
1155,_A ROMANCE_,Though we be lads and they be tall. 
1156,_A ROMANCE_,"If God there be above us all, "
1157,_A ROMANCE_,"Then love shall give us strength this day."" "
1158,_A ROMANCE_,Down on the stones they kneeled to pray 
1159,_A ROMANCE_,That He who brought their lives to be 
1160,_A ROMANCE_,Should crown their loves with victory. 
1161,_A ROMANCE_,They rose and flew their heraldry: 
1162,_A ROMANCE_,"An evening star, a saffron sea, "
1163,_A ROMANCE_,"And on the sea, the star below, "
1164,_A ROMANCE_,The dry-shod pard of Reggio. 
1165,_A ROMANCE_,"No answer made the sable foe, "
1166,_A ROMANCE_,"But round the tower, with footsteps slow, "
1167,_A ROMANCE_,Paced till his journeys numbered three; 
1168,_A ROMANCE_,"Then from the host one silently, "
1169,_A ROMANCE_,"Thrust on a spear for mockery, "
1170,_A ROMANCE_,And raised the head of Abramo. 
1171,_A ROMANCE_,Swift round the tower in mirthless rout 
1172,_A ROMANCE_,"They raced and tossed the words about, "
1173,_A ROMANCE_,"_""Bianca of the yellow hair, "
1174,_A ROMANCE_,"With witch-face white as ivory, "
1175,_A ROMANCE_,Yield to our might that we may bear 
1176,_A ROMANCE_,"Thy body back to Rimini,_"" "
1177,_A ROMANCE_,'Twas thus the foemen cried all day 
1178,_A ROMANCE_,And strove to daunt with fierce display 
1179,_A ROMANCE_,"Of armoured strength her maiden heart, "
1180,_A ROMANCE_,So that with them she might depart 
1181,_A ROMANCE_,To shameful death in Rimini. 
1182,_A ROMANCE_,"Bianca, in the vault below, "
1183,_A ROMANCE_,Crouched at her prayers and did not know 
1184,_A ROMANCE_,"This death, and of her father's shame; "
1185,_A ROMANCE_,But heard their shouts and heard her name. 
1186,_A ROMANCE_,"Oh, little hands,"" she softly sighed, "
1187,_A ROMANCE_,"Wherefore should ye be crucified, "
1188,_A ROMANCE_,What have ye done that men should see 
1189,_A ROMANCE_,"Naught in your grace, save witchery? "
1190,_A ROMANCE_,"Oh, yellow hair, so like the sun, "
1191,_A ROMANCE_,What is this sin that thou hast done 
1192,_A ROMANCE_,That men should have such hate of thee? 
1193,_A ROMANCE_,"And sweet grave face of ivory, "
1194,_A ROMANCE_,"So made for love and for desire, "
1195,_A ROMANCE_,Why should they crave thee for the fire? 
1196,_A ROMANCE_,"Fire of love was meant for thee."" "
1197,_A ROMANCE_,Her sister bent and kissed the hands 
1198,_A ROMANCE_,"Which hung straight down like two white wands, "
1199,_A ROMANCE_,"And hid her lips in a yellow tress, "
1200,_A ROMANCE_,"And kissed the breasts where they met the dress, "
1201,_A ROMANCE_,And laid her cheek on the weary face 
1202,_A ROMANCE_,"To wipe away each tear's distress, "
1203,_A ROMANCE_,To cleanse of grief each grievous place. 
1204,_A ROMANCE_,"And this for thee,"" she said and kissed. "
1205,_A ROMANCE_,"And this for thee,"" and held each wrist. "
1206,_A ROMANCE_,"And this for thee,"" and met the lips. "
1207,_A ROMANCE_,As priest in sacred water dips 
1208,_A ROMANCE_,His hand at last confessional 
1209,_A ROMANCE_,To purge each thoroughfare of sense 
1210,_A ROMANCE_,"And bring again lost innocence, "
1211,_A ROMANCE_,So she made pure and perfect all. 
1212,_A ROMANCE_,Shrill through their peace shrieked the battle- 
1213,_A ROMANCE_,"call, "
1214,_A ROMANCE_,Per Jesum Christum! Reggio! 
1215,_A ROMANCE_,"Have at them Death! They fall, they fall!"" "
1216,_A ROMANCE_,"And hoarse, hard-breathed, the wall below, "
1217,_A ROMANCE_,"Surged up the wrath of the hungry foe, "
1218,_A ROMANCE_,"Give USs the daughter of Abramo."" "
1219,_A ROMANCE_,"Fierce through that day the struggle went, "
1220,_A ROMANCE_,And blood was spilt and swords were bent. 
1221,_A ROMANCE_,The sun sank bloody in the West; 
1222,_A ROMANCE_,The day died bitter and unblest. 
1223,_A ROMANCE_,The mountains strained against the sky 
1224,_A ROMANCE_,"And angrily, as they would try "
1225,_A ROMANCE_,To wrench from earth their trampled gowns. 
1226,_A ROMANCE_,An eagle o'er the upland downs 
1227,_A ROMANCE_,"Hung poised, then beat his wings, as he "
1228,_A ROMANCE_,Refused to share man's cruelty. 
1229,_A ROMANCE_,"At nightfall, when the host withdrew, "
1230,_A ROMANCE_,"A spearman, whom they counted dead, "
1231,_A ROMANCE_,In dying strength raised up his head 
1232,_A ROMANCE_,"And sped a poisoned dart, which slew "
1233,_A ROMANCE_,"Ciro, who from the tower's height "
1234,_A ROMANCE_,Leaned out to watch the evening light. 
1235,_A ROMANCE_,And thus of four there remained but three. 
1236,_A ROMANCE_,Celia clomb the winding stair 
1237,_A ROMANCE_,And thought of how her yellow hair 
1238,_A ROMANCE_,"Could save the three, if she should dare "
1239,_A ROMANCE_,To yield herself to Rimini. 
1240,_A ROMANCE_,"For I am very like to her,"" "
1241,_A ROMANCE_,"She said, ""so like that if I were "
1242,_A ROMANCE_,To feign myself for my sister 
1243,_A ROMANCE_,"By night--this night if I should go, "
1244,_A ROMANCE_,I think the Count would never know 
1245,_A ROMANCE_,"Till they were safe and I was burned."" "
1246,_A ROMANCE_,The last bend in the stair she turned 
1247,_A ROMANCE_,"And halted as she gained the roof, "
1248,_A ROMANCE_,And stretched her gaze abroad for proof 
1249,_A ROMANCE_,Of where her lover might keep guard. 
1250,_A ROMANCE_,"There, where a shafted moonbeam barred "
1251,_A ROMANCE_,"An alcove of gray masonry, "
1252,_A ROMANCE_,"His face shone out, so tranquilly "
1253,_A ROMANCE_,She thought him sleeping; but his eyes 
1254,_A ROMANCE_,"Were wide, intent on her and wise "
1255,_A ROMANCE_,Beyond the sight of living men. 
1256,_A ROMANCE_,"Softly she called to him and, when "
1257,_A ROMANCE_,"He answered not, 'twas then she knew. . . "
1258,_A ROMANCE_,"She kissed his forehead, and withdrew "
1259,_A ROMANCE_,Her tired feet adown the stair. 
1260,_A ROMANCE_,Bianca kneeled entranced in prayer 
1261,_A ROMANCE_,"And noticed not her passing by, "
1262,_A ROMANCE_,But counted fast her rosaRy. 
1263,_A ROMANCE_,"Corrado, touched upon the arm, "
1264,_A ROMANCE_,Reeled as he turned in fierce alarm. 
1265,_A ROMANCE_,"She said, ""We change the watch this hour. "
1266,_A ROMANCE_,"I will abide; guard you the tower."" "
1267,_A ROMANCE_,"Then, as he set his foot to go, "
1268,_A ROMANCE_,"Kiss me, dear friend, for you must know "
1269,_A ROMANCE_,"We may not ever meet again, "
1270,_A ROMANCE_,"This war has brought us so much pain."" "
1271,_A ROMANCE_,"He gazed on her a tender while, "
1272,_A ROMANCE_,And wondered at the gracious smile 
1273,_A ROMANCE_,"Around her lips. ""While we are four,"" "
1274,_A ROMANCE_,"He said, ""we need not fear this war; "
1275,_A ROMANCE_,"Love is more than life ... far more, far more."" "
1276,_A ROMANCE_,"She answered, ""Not while we are four."" "
1277,_A ROMANCE_,"Ah, have no fear at all,"" he said; "
1278,_A ROMANCE_,"""She prays for us, see how her head "
1279,_A ROMANCE_,"Is bowed in reverence to God."" "
1280,_A ROMANCE_,He took his sword and clanking trod 
1281,_A ROMANCE_,"The stone-paved vault and winding stair, "
1282,_A ROMANCE_,Till she could judge him mounting where 
1283,_A ROMANCE_,Another turn would bring to sight 
1284,_A ROMANCE_,Her dead love's face in the shafted light 
1285,_A ROMANCE_,Where the moonbeam washed the turret white. 
1286,_A ROMANCE_,"She bared her feet and crept the floor, "
1287,_A ROMANCE_,"With eager hands wrenched loose the door, "
1288,_A ROMANCE_,And weeping passed into the night. 
1289,_A ROMANCE_,The dawn thrust up a wild white face 
1290,_A ROMANCE_,"And stared toward the lonely place, "
1291,_A ROMANCE_,"Where through the vigil, hour by hour, "
1292,_A ROMANCE_,Corrado guarded well the tower. 
1293,_A ROMANCE_,"It seemed his own reflected face, "
1294,_A ROMANCE_,So wannish and so wide of eye; 
1295,_A ROMANCE_,"The lips moved and he caught their sigh, "
1296,_A ROMANCE_,"I am thyself and I must die."" "
1297,_A ROMANCE_,"Thus did he learn the uttermost, "
1298,_A ROMANCE_,"The live man meeting his own ghost, "
1299,_A ROMANCE_,And knew that surely he must die. 
1300,_A ROMANCE_,The sun flashed up; the face was fled. 
1301,_A ROMANCE_,By night he knew he must be dead. 
1302,_A ROMANCE_,He leaned beyond the parapet 
1303,_A ROMANCE_,To scan the rocky pass if yet 
1304,_A ROMANCE_,Some help might wind around the hill. 
1305,_A ROMANCE_,The morning air was very still; 
1306,_A ROMANCE_,"He heard the noise of climbing feet, "
1307,_A ROMANCE_,"Of something dragged across the peat, "
1308,_A ROMANCE_,"And saw two knights who, drawing near, "
1309,_A ROMANCE_,Bore that which clogged his heart with fear-- 
1310,_A ROMANCE_,"A white gown, sown with golden threads "
1311,_A ROMANCE_,Which held the light as do the meads 
1312,_A ROMANCE_,When dandelions toss their heads 
1313,_A ROMANCE_,"Mid meadow-sweet and field-clover, "
1314,_A ROMANCE_,Which poppy-leaves drift red over-- 
1315,_A ROMANCE_,"A long white gown and smirched with red, "
1316,_A ROMANCE_,"And hands so still, they must be dead. "
1317,_A ROMANCE_,They laid her on a grass-grown bank 
1318,_A ROMANCE_,"And loosed about her neck the stole, "
1319,_A ROMANCE_,So that her gold hair round her sank 
1320,_A ROMANCE_,To frame a burning aureole.- 
1321,_A ROMANCE_,"How now, ye dogs of Rimini, "
1322,_A ROMANCE_,What crime is this that ye have done 
1323,_A ROMANCE_,"To show to God's new-risen sun, "
1324,_A ROMANCE_,"Which he will tell God secretly?"" "
1325,_A ROMANCE_,"And one in shame drew back a pace, "
1326,_A ROMANCE_,"And one raised up his vizored face, "
1327,_A ROMANCE_,"No crime, Sir Knave. God's work, I trow. "
1328,_A ROMANCE_,"Give us the witch, and we will go-- "
1329,_A ROMANCE_,"The match to this, from Reggio."" "
1330,_A ROMANCE_,"We have no witch, as well ye know."" "
1331,_A ROMANCE_,"But, as he spake, he heard with pain "
1332,_A ROMANCE_,Their scornful laugh. 
1333,_A ROMANCE_,"To make things plain, "
1334,_A ROMANCE_,The black knight pitched his voice and said 
1335,_A ROMANCE_,"And pointed, ""Ho sir, turn your head; "
1336,_A ROMANCE_,"The witch stands by you even now."" "
1337,_A ROMANCE_,The world across his eyes and brow 
1338,_A ROMANCE_,"Streamed scarlet. By his side she stood, "
1339,_A ROMANCE_,Her eyes bent on a distant wood 
1340,_A ROMANCE_,"Wherein the shadows came and went, "
1341,_A ROMANCE_,Where horsemen from their stallions leant 
1342,_A ROMANCE_,All eager for the bugle cry. 
1343,_A ROMANCE_,"We fight in vain,"" he heard her sigh, "
1344,_A ROMANCE_,"God wills it thus, that I should die."" "
1345,_A ROMANCE_,"Nay, courage, sweetheart, while I stand "
1346,_A ROMANCE_,With strength to grasp a sword in hand 
1347,_A ROMANCE_,"No harm shall come thee nigh nor by."" "
1348,_A ROMANCE_,But she had seen that on the hill 
1349,_A ROMANCE_,"Which made her moan, so that she still "
1350,_A ROMANCE_,"Kept looking and, ""Oh, Christ,"" she sobbed, "
1351,_A ROMANCE_,"What is that thing so palely robed?"" "
1352,_A ROMANCE_,Her shadow slid throughout the space 
1353,_A ROMANCE_,Until it reached across the face 
1354,_A ROMANCE_,"Of that dead maid, until their lips "
1355,_A ROMANCE_,"Strained to the kiss, their finger-tips "
1356,_A ROMANCE_,Met at the touch. 
1357,_A ROMANCE_,The enemy 
1358,_A ROMANCE_,"Shouted, ""A witch, yea, verily, "
1359,_A ROMANCE_,"See how her shade feeds on the dead."" "
1360,_A ROMANCE_,"Oh, I must go to her,"" she said: "
1361,_A ROMANCE_,"She sleeps alone, alone, alone."" "
1362,_A ROMANCE_,"Her thin hands grazed against the stone, "
1363,_A ROMANCE_,"So blindly did she walk, her throat "
1364,_A ROMANCE_,"Stretched back, her hair far out did float "
1365,_A ROMANCE_,Like sun-clouds following the sun. 
1366,_A ROMANCE_,"He followed her, passed down the stair, "
1367,_A ROMANCE_,On through the vault and halted where 
1368,_A ROMANCE_,She paused to swing the iron door; 
1369,_A ROMANCE_,"Then, out upon the trampled moor. "
1370,_A ROMANCE_,"There, where the dead girl lay, she knelt "
1371,_A ROMANCE_,And made of her fair arms a belt 
1372,_A ROMANCE_,"Around the corse; there, with her hair, "
1373,_A ROMANCE_,Wiped clean the face of earth and blood; 
1374,_A ROMANCE_,"There, with her mouth, rebuked the stare "
1375,_A ROMANCE_,"Of those strange eyes; last, made all good "
1376,_A ROMANCE_,By placing in the hands for rood 
1377,_A ROMANCE_,That which she pluck't from out the breast. 
1378,_A ROMANCE_,They watched if God should stand the test. 
1379,_A ROMANCE_,"Ah, see,"" she cried, ""God is awake, "
1380,_A ROMANCE_,The dagger's bloodstains weep and make 
1381,_A ROMANCE_,"Large tears of red: the metal bleeds!"" "
1382,_A ROMANCE_,"If Lord God is awake and heeds, "
1383,_A ROMANCE_,"He must heed quickly."" So he said, "
1384,_A ROMANCE_,"For wading up the river-bed, "
1385,_A ROMANCE_,"Half-hid between its tree-topped banks, "
1386,_A ROMANCE_,He caught the gleam of horses' flanks 
1387,_A ROMANCE_,"And, mingled with the water's flow, "
1388,_A ROMANCE_,The low-breathed panting of the foe. 
1389,_A ROMANCE_,"Yea, God doth heed, and even now "
1390,_A ROMANCE_,His finger burns across each brow 
1391,_A ROMANCE_,His final lettering of doom: 
1392,_A ROMANCE_,Not one of these beyond Hell's gloom 
1393,_A ROMANCE_,"Shall thrive to win a Heavenly home."" "
1394,_A ROMANCE_,The words fell so remote and meek 
1395,_A ROMANCE_,"She seemed not her own self to speak, "
1396,_A ROMANCE_,But with her eyes to voice the spell 
1397,_A ROMANCE_,Which should bring true the oracle. 
1398,_A ROMANCE_,"He caught her hand. ""Come quick,"" "
1399,_A ROMANCE_,"cried, "
1400,_A ROMANCE_,"Come back, dear heart! See where they ride "
1401,_A ROMANCE_,With sword in hand across the grass 
1402,_A ROMANCE_,"To thwart us, so we may not pass "
1403,_A ROMANCE_,"Within the tower-gate."" "
1404,_A ROMANCE_,"""Too late,"" "
1405,_A ROMANCE_,"She said: ""We may not win the gate. "
1406,_A ROMANCE_,"Yet now, true friend, though I must burn "
1407,_A ROMANCE_,"At Rimini, time is to learn "
1408,_A ROMANCE_,One little lesson more of love: 
1409,_A ROMANCE_,"What would you?"" "
1410,_A ROMANCE_,"""That I die your knight."" "
1411,_A ROMANCE_,"Eh, truly?"" So she held above "
1412,_A ROMANCE_,"And touched him with his jagged sword, "
1413,_A ROMANCE_,And whispered low the crowning word 
1414,_A ROMANCE_,Which flooded all his face with light. 
1415,_A ROMANCE_,"He said, ""I shall not fear to die."" "
1416,_A ROMANCE_,"She raised him, smiling wondrously, "
1417,_A ROMANCE_,"Nor I to ride to Rimini, "
1418,_A ROMANCE_,"When you have died my knight."" "
1419,_A ROMANCE_,Twelve lancers circled into sight. 
1420,_A ROMANCE_,Count Ugo gallopped through the green 
1421,_A ROMANCE_,And laughed at that which he had seen. 
1422,_A ROMANCE_,"And yet one lover more?"" scoffed he, "
1423,_A ROMANCE_,"God's death, you use them royally; "
1424,_A ROMANCE_,"Maids grow less bold in Rimini."" "
1425,_A ROMANCE_,"My only lover and my last,"" "
1426,_A ROMANCE_,"She said. He scowled and caught her fast, "
1427,_A ROMANCE_,"Twisting his steel-glove in her hair, "
1428,_A ROMANCE_,"Jerked back her head, her eyes on him, "
1429,_A ROMANCE_,So that her throat and breasts shone bare 
1430,_A ROMANCE_,Above her corset's jewelled rim. 
1431,_A ROMANCE_,"Too good for fuel,"" he hissed, ""too fair; "
1432,_A ROMANCE_,"Yet those pale cheeks, this yellow hair, "
1433,_A ROMANCE_,Were not too good to deal out death. 
1434,_A ROMANCE_,"Eh? Hark to what the vixen saith, "
1435,_A ROMANCE_,"'She did not sin, nor meant to kill.' "
1436,_A ROMANCE_,"My son lies dead, say what you will; "
1437,_A ROMANCE_,"Lies dead because of you, you witch, "
1438,_A ROMANCE_,While leprous things in our town's ditch 
1439,_A ROMANCE_,"Crawl, mate, and spawn beneath God's sky; "
1440,_A ROMANCE_,Therefore. . . 
1441,_A ROMANCE_,He raised his hand on high 
1442,_A ROMANCE_,As he would smite her upturned face. 
1443,_A ROMANCE_,A sword leapt flashing down through space 
1444,_A ROMANCE_,And lopt the coward at the joint. 
1445,_A ROMANCE_,Corrado on his blade's red point 
1446,_A ROMANCE_,"Pricked up the hand, ""Tis thus we use "
1447,_A ROMANCE_,"Our dastard knights, whose hands abuse "
1448,_A ROMANCE_,"Our womenfolk in Reggio."" "
1449,_A ROMANCE_,The thunder rumbled long and low. 
1450,_A ROMANCE_,"Oh hark,"" she cried, ""God is awake; "
1451,_A ROMANCE_,"He walks communing for our sake."" "
1452,_A ROMANCE_,"Yea, He hath sent me here to take "
1453,_A ROMANCE_,"Your wilful body to the fire, "
1454,_A ROMANCE_,Till all is marred that men desire. 
1455,_A ROMANCE_,"Slay me that boy,"" Count Ugo said. "
1456,_A ROMANCE_,"One, who stood near, smote off his head. "
1457,_A ROMANCE_,"She hid her eyes so as not to see, "
1458,_A ROMANCE_,"Shuddered, swung round convulsively, "
1459,_A ROMANCE_,Stooped as a broken lily dips 
1460,_A ROMANCE_,To kiss the water--kissed his lips; 
1461,_A ROMANCE_,Then dumbly rode to Rimini. 
1462,_A ROMANCE_,And every pace the march along 
1463,_A ROMANCE_,"The hunters sang their hunting song, "
1464,_A ROMANCE_,"_"" Bianca of the yellow hair, "
1465,_A ROMANCE_,"With witch-face white as ivory, "
1466,_A ROMANCE_,Thy tender body back we bear 
1467,_A ROMANCE_,"To die the death in Rimini.""_ "
1468,_A ROMANCE_,Within the lands of rising night 
1469,_A ROMANCE_,"And fields of departing day, "
1470,_A ROMANCE_,"What hours we wandered, you and I, "
1471,_A ROMANCE_,How fain were we to stay! 
1472,_A ROMANCE_,Star-flowers were in your maiden hands-- 
1473,_A ROMANCE_,The stars were white with May. 
1474,_A ROMANCE_,Between moon-set and morning sun 
1475,_A ROMANCE_,"Where mist of the Dreamland lies, "
1476,_A ROMANCE_,"What glory there was yours and mine, "
1477,_A ROMANCE_,What love was in our eyes! 
1478,_A ROMANCE_,"For Sleep and Love walk hand-in-hand, "
1479,_A ROMANCE_,And Sleep with morning flies. 
1480,_A ROMANCE_,"Our star-lit land was wholly ours, "
1481,_A ROMANCE_,No warning of beast or bird 
1482,_A ROMANCE_,"Perturbed the twilight of our peace, "
1483,_A ROMANCE_,No watchers' tread was heard; 
1484,_A ROMANCE_,"We dwelt alone and loved alone, "
1485,_A ROMANCE_,Naught save our lips was stirred. 
1486,_A ROMANCE_,Would that this holiest mystery 
1487,_A ROMANCE_,Might come again to me! 
1488,_A ROMANCE_,"The radiance of thy moon-lit face, "
1489,_A ROMANCE_,The eyes of purity-- 
1490,_A ROMANCE_,"The wide gray eyes, the beckoning lips, "
1491,_A ROMANCE_,The silent cloudland sea. 
1492,DAYBREAK,DAYBREAK 
1493,DAYBREAK,"In frenzied haste, by legioned shadows pressed, "
1494,DAYBREAK,The Chariot of Charity in flight 
1495,DAYBREAK,"Glittered along the Parapet of Night, "
1496,DAYBREAK,With wheels of gold fast whirling to the West. 
1497,DAYBREAK,"Bridging with flame the barricaded Deep, "
1498,DAYBREAK,"It strove with sparking hoof and spangled heat, "
1499,DAYBREAK,"Where those twin rivers, Death and Life, retreat, "
1500,DAYBREAK,And surge across the Agony of Sleep. 
1501,DAYBREAK,"I, to my casement, stark with horror crept; "
1502,DAYBREAK,"Day tottered tall, and breathed a shuddering "
1503,DAYBREAK,breath: 
1504,DAYBREAK,"Wading, knee-deep, the turgid fords of Death, "
1505,DAYBREAK,He clomb the cloven cliff of Dawn--and leapt. 
1506,DAYBREAK,A hand of ivory caught up the rein; 
1507,DAYBREAK,The Chariot rolled back superb again. 
1508,HOME,HOME 
1509,HOME,"We shall not always dwell as now we dwell, "
1510,HOME,Together 'neath one home-protecting roof. 
1511,HOME,"For some of us our lives may not go well: 'Gainst such small perils courage will be proof, 'Gainst stronger ills these memories may be proof; "
1512,HOME,To some of us this life may say farewell-- 
1513,HOME,We cannot always dwell as now we dwell. 
1514,HOME,What though we dwell not then as now we dwell? 
1515,HOME,"Hearts can recover hearts, when hearts are fain; "
1516,HOME,While love stays with us everything is well; 
1517,HOME,"The roof of love is proof against the rain, "
1518,HOME,Dead hands will guard our hearts against the rain-- 
1519,HOME,Love will abide when all have said farewell: 
1520,HOME,Our hearts may ever dwell as now they dwell. 
1521,VANISHED LOVE,VANISHED LOVE 
1522,VANISHED LOVE,When my love was nigh me 
1523,VANISHED LOVE,Naught had I to say: 
1524,VANISHED LOVE,Then I feigned a false love-- 
1525,VANISHED LOVE,And turned my lips away. 
1526,VANISHED LOVE,"When my love lay dying, "
1527,VANISHED LOVE,"Sorrowing I said, "
1528,VANISHED LOVE,"'Soon shall I wear scarlet, "
1529,VANISHED LOVE,Because my love is dead.' 
1530,VANISHED LOVE,"When my love had vanished, "
1531,VANISHED LOVE,Then was nothing said: 
1532,VANISHED LOVE,I forgot the scarlet 
1533,VANISHED LOVE,For tears--and bowed my head. 
1534,THALATTA! THALATTA!,THALATTA! THALATTA! 
1535,THALATTA! THALATTA!,"Not with a cry, nor with the stifled sound "
1536,THALATTA! THALATTA!,Of one who 'neath Death's billows of Despair 
1537,THALATTA! THALATTA!,"Thrusts up blue lips toward the outer air, "
1538,THALATTA! THALATTA!,Searching if any breathing may be found; 
1539,THALATTA! THALATTA!,Who plucks with groping finger-tips to rend 
1540,THALATTA! THALATTA!,"The water's edges for a fraction's space, "
1541,THALATTA! THALATTA!,Through which he may push up his haggard face 
1542,THALATTA! THALATTA!,For one last look--the last before the end. 
1543,THALATTA! THALATTA!,"As a broad river, having journeyed far "
1544,THALATTA! THALATTA!,Constrained by banks--too often fretfully-- 
1545,THALATTA! THALATTA!,'Neath a full moon goes rocking out to sea 
1546,THALATTA! THALATTA!,"Sombred by night, cheered by a rising star, "
1547,THALATTA! THALATTA!,"So may my days move murmurously to rest, "
1548,THALATTA! THALATTA!,Throbbed through with Death who knew Life's 
1549,THALATTA! THALATTA!,sorrows best. 
1550,TO ENGLAND'S GREATEST SATIRIST,TO ENGLAND'S GREATEST SATIRIST 
1551,TO ENGLAND'S GREATEST SATIRIST,"Untriend to man and darkly passionate, "
1552,TO ENGLAND'S GREATEST SATIRIST,"Sneering in solitude, wide-winged for flight "
1553,TO ENGLAND'S GREATEST SATIRIST,"Lest one, from all our world, should read thee right "
1554,TO ENGLAND'S GREATEST SATIRIST,"And pity thee thy self-lured madman's fate, "
1555,TO ENGLAND'S GREATEST SATIRIST,Why did'st thou strive so well to tempt our hate? 
1556,TO ENGLAND'S GREATEST SATIRIST,Are we not comrades through the self-same night? 
1557,TO ENGLAND'S GREATEST SATIRIST,"The Caravan of Kindness, out of sight, "
1558,TO ENGLAND'S GREATEST SATIRIST,We also follow--and arrive o'erlate. 
1559,TO ENGLAND'S GREATEST SATIRIST,"Thou, having failed thy Heaven, did'st scoff in "
1560,TO ENGLAND'S GREATEST SATIRIST,Hell. 
1561,TO ENGLAND'S GREATEST SATIRIST,"Fiercely disguising, too much thou did'st dare; "
1562,TO ENGLAND'S GREATEST SATIRIST,"We caught the jangle of the cap and bell, "
1563,TO ENGLAND'S GREATEST SATIRIST,"And seeking, saw a quivering heart laid bare "
1564,TO ENGLAND'S GREATEST SATIRIST,When thou wast dead--a sequel which did spell 
1565,TO ENGLAND'S GREATEST SATIRIST,"The pangs of love--""only a woman's hair."" "
1566,TO ENGLAND'S GREATEST SATIRIST,"[_N. B. ""In a note in his biography, Scott says that his friend, Doctor Tuke of Dublin, has a lock of Stella's hair, enclosed in a paper by Swift, on which are written, in the Dean's hand, the words: 'Only a woman's hair.' An instance, says Scott, of the Dean's desire to veil his feelings under the mask of cynical indifference.""--Thackeray in his Essay on Dean Swift._] "
1567,TO ENGLAND'S GREATEST SATIRIST,"Years hence we two--I who wept yesterday, "
1568,TO ENGLAND'S GREATEST SATIRIST,You who with death-chilled hands unheeding lay-- 
1569,TO ENGLAND'S GREATEST SATIRIST,"Gazing from Heaven adown the sky's wild face, "
1570,TO ENGLAND'S GREATEST SATIRIST,"Seeing this pigmy planet churning space, "
1571,TO ENGLAND'S GREATEST SATIRIST,"Do you remember?"" then we two shall say, "
1572,TO ENGLAND'S GREATEST SATIRIST,"Quite in the dear old-fashioned worldly way, "
1573,TO ENGLAND'S GREATEST SATIRIST,"Do you remember, in a former age, "
1574,TO ENGLAND'S GREATEST SATIRIST,"What happened in that girdled finite cage?"" "
